id	chrom	start	end	strand	species	short_name
SVSP_Cat1-hAT-Tip100_22_E	scaffoldmi1	12210883	12211163	+	croAtr2	SVSP_Cat1-hAT-Tip100_22
SVSP_Cat1-hAT-Tip100_23_P	scaffoldmi1	12212507	12212916	+	croAtr2	SVSP_Cat1-hAT-Tip100_23
SVSP_Cat1-hAT-Tip100_24_P	scaffoldmi1	12235149	12235537	+	croAtr2	SVSP_Cat1-hAT-Tip100_24
SVSP_Cat1-hAT-Tip100_25_P	scaffoldmi1	12236010	12236409	+	croAtr2	SVSP_Cat1-hAT-Tip100_25
SVSP_Cat1-hAT-Tip100_26_P	scaffoldmi1	12260398	12260792	+	croAtr2	SVSP_Cat1-hAT-Tip100_26
SVSP_Cat1-hAT-Tip100_27_O	scaffoldmi1	12291258	12291660	+	croAtr2	SVSP_Cat1-hAT-Tip100_27
SVSP_Cat1-hAT-Tip100_28_O	scaffoldmi1	12303893	12304163	+	croAtr2	SVSP_Cat1-hAT-Tip100_28
SVSP_Cat1-hAT-Tip100_29_P	scaffoldmi1	12305462	12305841	+	croAtr2	SVSP_Cat1-hAT-Tip100_29
SVSP_Cat1-hAT-Tip100_30_O	scaffoldmi1	12333853	12334253	+	croAtr2	SVSP_Cat1-hAT-Tip100_30
SVSP_Cat1-hAT-Tip100_31_O	scaffoldmi1	12340709	12340985	+	croAtr2	SVSP_Cat1-hAT-Tip100_31
SVSP_Cat1-hAT-Tip100_32_P	scaffoldmi1	12342329	12342723	+	croAtr2	SVSP_Cat1-hAT-Tip100_32
SVSP_Cat1-hAT-Tip100_33_O	scaffoldmi1	12367673	12368076	+	croAtr2	SVSP_Cat1-hAT-Tip100_33
SVSP_Cat1-hAT-Tip100_34_O	scaffoldmi1	12380622	12380894	+	croAtr2	SVSP_Cat1-hAT-Tip100_34
SVSP_Cat1-hAT-Tip100_35_P	scaffoldmi1	12382227	12382622	+	croAtr2	SVSP_Cat1-hAT-Tip100_35
SVSP_Cat1-hAT-Tip100_36_O	scaffoldmi1	12403148	12403428	+	croAtr2	SVSP_Cat1-hAT-Tip100_36
SVSP_Cat1-hAT-Tip100_37_P	scaffoldmi1	12404700	12405107	+	croAtr2	SVSP_Cat1-hAT-Tip100_37
SVSP_Cat1-hAT-Tip100_38_O	scaffoldmi1	12419208	12419482	+	croAtr2	SVSP_Cat1-hAT-Tip100_38
SVSP_Cat1-hAT-Tip100_39_O	scaffoldmi1	12420842	12421236	+	croAtr2	SVSP_Cat1-hAT-Tip100_39
SVSP_Cat1-hAT-Tip100_40_P	scaffoldmi1	12441855	12442135	+	croAtr2	SVSP_Cat1-hAT-Tip100_40
SVSP_Cat1-hAT-Tip100_41_O	scaffoldmi1	12443408	12443814	+	croAtr2	SVSP_Cat1-hAT-Tip100_41
SVSP_Cat1-hAT-Tip100_42_O	scaffoldmi1	12457242	12457457	+	croAtr2	SVSP_Cat1-hAT-Tip100_42
SVSP_Cat1-hAT-Tip100_43_O	scaffoldmi1	12464413	12464683	+	croAtr2	SVSP_Cat1-hAT-Tip100_43
SVSP_Cat1-hAT-Tip100_44_O	scaffoldmi1	12466001	12466387	+	croAtr2	SVSP_Cat1-hAT-Tip100_44
SVSP_Cat1-hAT-Tip100_45_O	scaffoldmi1	12486649	12486929	+	croAtr2	SVSP_Cat1-hAT-Tip100_45
SVSP_Cat1-hAT-Tip100_46_O	scaffoldmi1	12488184	12488583	+	croAtr2	SVSP_Cat1-hAT-Tip100_46
SVSP_Cat1-hAT-Tip100_47_P	scaffoldmi1	12504695	12504931	+	croAtr2	SVSP_Cat1-hAT-Tip100_47
SVSP_Cat1-hAT-Tip100_48_O	scaffoldmi1	12532228	12532508	+	croAtr2	SVSP_Cat1-hAT-Tip100_48
SVSP_Cat1-hAT-Tip100_49_O	scaffoldmi1	12549577	12549857	+	croAtr2	SVSP_Cat1-hAT-Tip100_49
SVSP_Cat1-hAT-Tip100_50_O	scaffoldmi1	12565751	12566031	+	croAtr2	SVSP_Cat1-hAT-Tip100_50
SVSP_Cat1-hAT-Tip100_51_O	scaffoldmi1	12583247	12583527	+	croAtr2	SVSP_Cat1-hAT-Tip100_51
SVSP_Cat1-hAT-Tip100_52_P	scaffoldmi1	12590147	12590526	+	croAtr2	SVSP_Cat1-hAT-Tip100_52
SVSP_Cat1-hAT-Tip100_53_O	scaffoldmi1	12602680	12602768	+	croAtr2	SVSP_Cat1-hAT-Tip100_53
SVSP_Cat1-hAT-Tip100_54_O	scaffoldmi1	12618563	12618597	-	croAtr2	SVSP_Cat1-hAT-Tip100_54
SVSP_Cat1-hAT-Tip100_55_O	scaffoldmi1	12618598	12618647	-	croAtr2	SVSP_Cat1-hAT-Tip100_55
SVSP_Cat1-hAT-Tip100_56_O	scaffoldmi1	12619516	12619567	-	croAtr2	SVSP_Cat1-hAT-Tip100_56
SVSP_Cat1-hAT-Tip100_57_O	scaffoldmi1	12619820	12620211	-	croAtr2	SVSP_Cat1-hAT-Tip100_57
SVSP_Cat1-hAT-Tip100_58_O	scaffoldmi1	12621505	12621689	-	croAtr2	SVSP_Cat1-hAT-Tip100_58
SVSP_Cat1-hAT-Tip100_59_O	scaffoldmi1	12624050	12624138	-	croAtr2	SVSP_Cat1-hAT-Tip100_59
SVSP_Cat1-hAT-Tip100_60_O	scaffoldmi1	12625028	12625079	-	croAtr2	SVSP_Cat1-hAT-Tip100_60
SVSP_Cat1-hAT-Tip100_61_E	scaffoldmi1	12625334	12625737	-	croAtr2	SVSP_Cat1-hAT-Tip100_61
SVSP_Cat1-hAT-Tip100_62_O	scaffoldmi1	12627043	12627227	-	croAtr2	SVSP_Cat1-hAT-Tip100_62
SVSP_Cat1-hAT-Tip100_63_O	scaffoldmi1	12640924	12640982	-	croAtr2	SVSP_Cat1-hAT-Tip100_63
SVSP_Cat1-hAT-Tip100_64_O	scaffoldmi1	12658819	12659158	-	croAtr2	SVSP_Cat1-hAT-Tip100_64
SVSP_Cat1-hAT-Tip100_65_O	scaffoldmi1	12665713	12665993	-	croAtr2	SVSP_Cat1-hAT-Tip100_65
SVSP_Cat1-hAT-Tip100_66_O	scaffoldmi1	12683121	12683399	-	croAtr2	SVSP_Cat1-hAT-Tip100_66
SVSP_Cat1-hAT-Tip100_67_O	scaffoldmi1	12707348	12707724	+	croAtr2	SVSP_Cat1-hAT-Tip100_67
SVSP_Cat1-hAT-Tip100_68_P	scaffoldmi1	12727748	12728143	+	croAtr2	SVSP_Cat1-hAT-Tip100_68
SVSP_Cat1-hAT-Tip100_69_E	scaffoldmi1	12749300	12749576	+	croAtr2	SVSP_Cat1-hAT-Tip100_69
SVSP_Cat1-hAT-Tip100_70_E	scaffoldmi1	12751241	12751635	+	croAtr2	SVSP_Cat1-hAT-Tip100_70
SVSP_Cat1-hAT-Tip100_71_O	scaffoldmi1	12831373	12831411	+	croAtr2	SVSP_Cat1-hAT-Tip100_71
SVSP_Cat1-hAT-Tip100_72_P	scaffoldmi1	12832326	12832687	+	croAtr2	SVSP_Cat1-hAT-Tip100_72
SVSP_Cat1-hAT-Tip100_73_O	scaffoldmi1	12864964	12865368	+	croAtr2	SVSP_Cat1-hAT-Tip100_73
SVSP_Cat1-hAT-Tip100_74_O	scaffoldmi1	12866729	12866767	+	croAtr2	SVSP_Cat1-hAT-Tip100_74
SVSP_Cat1-hAT-Tip100_75_P	scaffoldmi1	12867676	12868035	+	croAtr2	SVSP_Cat1-hAT-Tip100_75
SVSP_Cat1-hAT-Tip100_76_P	scaffoldmi1	12902541	12902579	+	croAtr2	SVSP_Cat1-hAT-Tip100_76
SVSP_Cat1-hAT-Tip100_77_O	scaffoldmi1	12903448	12903681	+	croAtr2	SVSP_Cat1-hAT-Tip100_77
SVSP_Cat1-hAT-Tip100_78_O	scaffoldmi1	12937548	12937636	+	croAtr2	SVSP_Cat1-hAT-Tip100_78
SVSP_Cat1-hAT-Tip100_79_O	scaffoldmi1	12939550	12939729	+	croAtr2	SVSP_Cat1-hAT-Tip100_79
SVSP_Cat1-hAT-Tip100_80_O	scaffoldmi1	12941007	12941411	+	croAtr2	SVSP_Cat1-hAT-Tip100_80
SVSP_Cat1-hAT-Tip100_81_O	scaffoldmi1	12943131	12943219	+	croAtr2	SVSP_Cat1-hAT-Tip100_81
SVSP_Cat1-hAT-Tip100_82_O	scaffoldmi1	12946676	12946831	+	croAtr2	SVSP_Cat1-hAT-Tip100_82
SVSP_Cat1-hAT-Tip100_83_P	scaffoldmi1	12948150	12948554	+	croAtr2	SVSP_Cat1-hAT-Tip100_83
SVSP_Cat1-hAT-Tip100_84_O	scaffoldmi1	12968963	12969232	+	croAtr2	SVSP_Cat1-hAT-Tip100_84
NonVen_Cat1-hAT-Tip100_400	scaffoldmi1	26474228	26474363	+	croAtr2	NonVen_Cat1-hAT-Tip100_400
NonVen_Cat1-hAT-Tip100_401	scaffoldmi3	3834748	3835152	-	croAtr2	NonVen_Cat1-hAT-Tip100_401
NonVen_Cat1-hAT-Tip100_402	scaffoldmi3	10572086	10572485	+	croAtr2	NonVen_Cat1-hAT-Tip100_402
NonVen_Cat1-hAT-Tip100_403	scaffoldmi5	11531151	11531551	+	croAtr2	NonVen_Cat1-hAT-Tip100_403
NonVen_Cat1-hAT-Tip100_404	scaffoldmi6	14835388	14835446	-	croAtr2	NonVen_Cat1-hAT-Tip100_404
NonVen_Cat1-hAT-Tip100_405	scaffoldmi7	5823326	5823451	-	croAtr2	NonVen_Cat1-hAT-Tip100_405
NonVen_Cat1-hAT-Tip100_406	scaffoldmi7	5825034	5825302	-	croAtr2	NonVen_Cat1-hAT-Tip100_406
NonVen_Cat1-hAT-Tip100_407	scaffoldmi7	5848085	5848344	-	croAtr2	NonVen_Cat1-hAT-Tip100_407
NonVen_Cat1-hAT-Tip100_408	scaffoldmi7	5848782	5848900	-	croAtr2	NonVen_Cat1-hAT-Tip100_408
NonVen_Cat1-hAT-Tip100_409	scaffoldmi7	10225993	10226390	+	croAtr2	NonVen_Cat1-hAT-Tip100_409
NonVen_Cat1-hAT-Tip100_410	scaffoldmi7	16526869	16527038	-	croAtr2	NonVen_Cat1-hAT-Tip100_410
NonVen_Cat1-hAT-Tip100_411	scaffoldmi9	3643091	3643359	-	croAtr2	NonVen_Cat1-hAT-Tip100_411
NonVen_Cat1-hAT-Tip100_412	scaffoldun31	32795	32963	-	croAtr2	NonVen_Cat1-hAT-Tip100_412
